Relationship_ID,Relation_ID,Source_Entity,Source_ID,Relationship_Type,Target_Entity,Target_ID
REL_0092,R004,Protein,P51587,PARTICIPATES_IN,Pathway,hsa03440
REL_0093,R003,Gene,672,PARTICIPATES_IN,Pathway,hsa03460
REL_0094,R003,Gene,675,PARTICIPATES_IN,Pathway,hsa03460
REL_0095,R004,Protein,P38398,PARTICIPATES_IN,Pathway,hsa03460
REL_0096,R004,Protein,P51587,PARTICIPATES_IN,Pathway,hsa03460
REL_0097,R003,Gene,3716,PARTICIPATES_IN,Pathway,hsa04630
REL_0098,R004,Protein,P23458,PARTICIPATES_IN,Pathway,hsa04630
REL_0099,R003,Gene,7422,PARTICIPATES_IN,Pathway,hsa04370
REL_0100,R004,Protein,P15692,PARTICIPATES_IN,Pathway,hsa04370
REL_0101,R003,Gene,5728,PARTICIPATES_IN,Pathway,hsa04150
REL_0102,R004,Protein,P60484,PARTICIPATES_IN,Pathway,hsa04150
REL_0103,R003,Gene,1956,PARTICIPATES_IN,Pathway,hsa04144
REL_0104,R004,Protein,P00533,PARTICIPATES_IN,Pathway,hsa04144
REL_0105,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05200
REL_0106,R003,Gene,5728,PARTICIPATES_IN,Pathway,hsa05200
REL_0107,R003,Gene,3845,PARTICIPATES_IN,Pathway,hsa05200
REL_0108,R003,Gene,1956,PARTICIPATES_IN,Pathway,hsa05200
REL_0109,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05200
REL_0110,R004,Protein,P60484,PARTICIPATES_IN,Pathway,hsa05200
REL_0111,R004,Protein,P01116,PARTICIPATES_IN,Pathway,hsa05200
REL_0112,R004,Protein,P00533,PARTICIPATES_IN,Pathway,hsa05200
REL_0113,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05208
REL_0114,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05208
REL_0115,R003,Gene,3845,PARTICIPATES_IN,Pathway,hsa05212
REL_0116,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05212
REL_0117,R004,Protein,P01116,PARTICIPATES_IN,Pathway,hsa05212
REL_0118,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05212
REL_0119,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05214
REL_0120,R003,Gene,5728,PARTICIPATES_IN,Pathway,hsa05214
REL_0121,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05214
REL_0122,R004,Protein,P60484,PARTICIPATES_IN,Pathway,hsa05214
REL_0123,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05219
REL_0124,R003,Gene,5925,PARTICIPATES_IN,Pathway,hsa05219
REL_0125,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05219
REL_0126,R004,Protein,P06400,PARTICIPATES_IN,Pathway,hsa05219
REL_0127,R003,Gene,1956,PARTICIPATES_IN,Pathway,hsa05223
REL_0128,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05223
REL_0129,R003,Gene,3845,PARTICIPATES_IN,Pathway,hsa05223
REL_0130,R004,Protein,P00533,PARTICIPATES_IN,Pathway,hsa05223
REL_0131,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05223
REL_0132,R004,Protein,P01116,PARTICIPATES_IN,Pathway,hsa05223
REL_0133,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05224
REL_0134,R003,Gene,672,PARTICIPATES_IN,Pathway,hsa05224
REL_0135,R003,Gene,5290,PARTICIPATES_IN,Pathway,hsa05224
REL_0136,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05224
REL_0137,R004,Protein,P38398,PARTICIPATES_IN,Pathway,hsa05224
REL_0138,R004,Protein,P42336,PARTICIPATES_IN,Pathway,hsa05224
REL_0139,R003,Gene,4609,PARTICIPATES_IN,Pathway,hsa05230
REL_0140,R004,Protein,P01106,PARTICIPATES_IN,Pathway,hsa05230
REL_0141,R003,Gene,29126,PARTICIPATES_IN,Pathway,hsa05235
REL_0142,R003,Gene,5133,PARTICIPATES_IN,Pathway,hsa05235
REL_0143,R004,Protein,Q9NZQ7,PARTICIPATES_IN,Pathway,hsa05235
REL_0144,R004,Protein,Q15116,PARTICIPATES_IN,Pathway,hsa05235
REL_0145,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05202
REL_0146,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05202
REL_0147,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa01524
REL_0148,R003,Gene,672,PARTICIPATES_IN,Pathway,hsa01524
REL_0149,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa01524
REL_0150,R004,Protein,P38398,PARTICIPATES_IN,Pathway,hsa01524
REL_0151,R003,Gene,1956,PARTICIPATES_IN,Pathway,hsa01521
REL_0152,R003,Gene,5290,PARTICIPATES_IN,Pathway,hsa01521
REL_0153,R003,Gene,5728,PARTICIPATES_IN,Pathway,hsa01521
REL_0154,R004,Protein,P00533,PARTICIPATES_IN,Pathway,hsa01521
REL_0155,R004,Protein,P42336,PARTICIPATES_IN,Pathway,hsa01521
REL_0156,R004,Protein,P60484,PARTICIPATES_IN,Pathway,hsa01521
REL_0157,R003,Gene,5290,PARTICIPATES_IN,Pathway,hsa01522
REL_0158,R004,Protein,P42336,PARTICIPATES_IN,Pathway,hsa01522
REL_0159,R003,Gene,7157,PARTICIPATES_IN,Pathway,hsa05166
REL_0160,R004,Protein,P04637,PARTICIPATES_IN,Pathway,hsa05166
